Week,Phase,Phase Name,Movement Theme,Audience,Weekly Theme,Session Title,The Territory,Opening Question,Spiral Thread,Spiral Depth,Revisits Weeks,Week Type,S1 Welcome Wall Note,S2 Voices Callback Intro,S3 Ancient Wisdom (full text),"S3 Ancient Wisdom VO Script (10s, <=28 words)",S3 Video URL,S3 Captions URL,S4 In Today's World (full text),"S4 In Today's World VO Script (10s, <=28 words)",S4 Video URL,S4 Captions URL,S5 Today's Theme (write from transcript),S5 Source: Opening Hook (legacy),S5 Source: Core Concept (legacy),S6 Video URL,S6 Video Title/Description,S6 Video Transcript,S6 Reflective Question 1,S6 Reflective Question 2,S7 Private Write Prompt (90 sec),S7 Experiential Exercise,S8 Reflection Prompt,S9 Intention Prompt,S9 Practice (Mon),S9 Practice (Wed),S9 Practice (Sun),S10 Closing Quote,S10 Quote Attribution,S10 Core Affirmation,S11 Facilitator Prep Notes,S11 Watch For,S11 First Time Note,S11 Heavy Week Flag,S11 Post-Session Evaluation
27,3,Rebuild,Rebuild,Teen,Who Are You Now? — Rebuilding Identity,The First Brick,Choosing who you are instead of accepting a label,"If nobody had ever told you who you were, who would you be?",Stories and identity,4 of 5,"2, 5, 25, 49",Movement opener,,,There's an old idea that the most important question a person can ask is not 'what do I want to do?' but 'who do I want to be?' Because who you are shapes everything you do. Today we start answering that question from scratch — without the old stories running the answer.,There's an old idea that the most important question a person can ask is not 'what do I want to do?' but 'who do I want to be?'…,,,"Instead of the labels stuck on you like airport baggage tags, you get to pack your own bag. Today: choose the three qualities you're building yourself from.","Instead of the labels stuck on you like airport baggage tags, you get to pack your own bag. Today: choose the three qualities you're building yourself from.",,,"DRAFT — rewrite from the video transcript once the video is chosen.

After two phases of looking honestly at what you've absorbed and what you're releasing, we arrive at the most important question of Phase 3: who are YOU? Not the roles, not the labels, not the history. The actual you — right now — with the agency to choose who you're becoming. Today we begin building that deliberately.","Here's the question: if you could design your character from scratch — the qualities, values, and ways of being that you most want to embody — what would you build? Don't start with what's realistic. Start with what's true.","After two phases of looking honestly at what you've absorbed and what you're releasing, we arrive at the most important question of Phase 3: who are YOU? Not the roles, not the labels, not the history. The actual you — right now — with the agency to choose who you're becoming. Today we begin building that deliberately.",https://www.youtube.com/watch?v=W1eYrhGeffc,YouTube: Search 'identity formation teen psychology' or James Clear on identity-based habits — 'Atomic Habits identity change.' Highly practical and directly relevant. Runtime ~10–15 min.,,,,"If nobody had ever told you who you were, who would you be?","IDENTITY BUILDER: In your journal, answer from your most honest self: 'The three qualities I most want to embody are...' / 'The kind of person I am choosing to become is...' / 'What I stand for — my non-negotiables — are...' / 'The things I want people to genuinely experience when they're around me are...' Now: look at what you've written. Does your current daily life reflect this? Where is the biggest gap? Share: one quality you're actively building.",Write 'I am the kind of person who...' five times — completing it each time with something you genuinely want to be true. Read it back to yourself daily this week.,"Given what you noticed today, what is one thing you will do differently before next Sunday?","Live from one identity quality today. Act as if you are already that person, in at least one interaction.",Tell one person: 'Something I'm genuinely building in myself right now is...' Notice what it feels like to own it.,Bring back: what happened when you acted from your identity quality? What felt true?,,,"I am building the person I actually want to be — on purpose, from values, one day at a time.","The identity builder exercise is one of the most genuinely exciting of the year — create space for teens to really sit with it. The 'I am the kind of person who...' reframe should be practised in the room, not just discussed. Have them write it on cards they keep.",,,,
28,3,Rebuild,Rebuild,Teen,What Do You Actually Value?,Opening the Settings Menu,What actually matters to you underneath the goals,"What would you not give up, whatever you were offered?",Permission and values,3 of 4,"14, 15, 43",Standard,,,There's a powerful question from philosophy: 'How do you want to live?' Not what do you want to have or achieve — but how do you want to live? What qualities do you want to be true of how you show up every day? That question is the beginning of values. Today we answer it.,There's a powerful question from philosophy: 'How do you want to live?' Not what do you want to have or achieve — but how do you want to…,,,Values are your GPS 'home' setting — every turn is easier once it's locked in. Today: name your true-north value and check one recent decision against it.,Values are your GPS 'home' setting — every turn is easier once it's locked in. Today: name your true-north value and check one recent decision against it.,,,"DRAFT — rewrite from the video transcript once the video is chosen.

Values aren't what you say you believe — they're what you demonstrate with your time, energy, and choices. Most people have never actually thought about what their values are. And most people are living primarily from absorbed values — other people's ideas about what matters — rather than ones they actually chose. This week we get explicit.","Quick: what are your values? If you can list them confidently — what actually determines your choices day to day? If it's harder than expected, that's completely normal. Most people haven't done this work. Today we do.","Values aren't what you say you believe — they're what you demonstrate with your time, energy, and choices. Most people have never actually thought about what their values are. And most people are living primarily from absorbed values — other people's ideas about what matters — rather than ones they actually chose. This week we get explicit.",https://www.youtube.com/watch?v=jHeeHg_MXNE,YouTube: Search 'values clarification teen psychology' or 'knowing your values animated' for accessible content. Russ Harris on ACT values is excellent and accessible. Runtime ~10–15 min.,,,,"What would you not give up, whatever you were offered?","VALUES EXCAVATION: List everything you think you value. Then for each: Is this genuinely mine — or have I absorbed it? Is it a means to something else (like 'success' to get approval) or valuable in itself? Narrow to your top 5. For each of the 5: Write a specific, observable behaviour that would demonstrate this value. Where are you most aligned? Least? If two values clash — freedom vs. loyalty, honesty vs. kindness — which wins? Share: your top three values and one way they show up in your life.",Write your personal values as 'I am the kind of person who...' statements — one for each of your top values. Read them back to yourself. Notice which ones feel true already and which ones are aspirational.,"Given what you noticed today, what is one thing you will do differently before next Sunday?",Make one decision today explicitly from your top value. Notice what changes.,Share your top values with one person who knows you well. Ask: do you actually see these in me? Receive the answer.,Bring back: where did you live most clearly from your values this week?,,,"My values are mine — chosen, not absorbed. They are the compass I build from.",The 'absorbed vs. chosen values' distinction is the key insight of this session. Give teens genuine time to wrestle with it — the discomfort of realising you've been living from values you didn't choose is productive and important. Celebrate any moment of genuine self-authorship.,,,,
29,3,Rebuild,Rebuild,Teen,The Habits That Build You,Designing the Practice,Small things done daily that build who you become,What do you do every day that's quietly making you someone?,Habits and structure,2 of 4,"12, 33, 47",Standard,,,"Small consistent practice beats large inconsistent effort every time. Not dramatic. Just regular. The river doesn't carve the canyon in one rush — it does it through constant, patient movement in one direction. That's the practice.",Small consistent practice beats large inconsistent effort every time. Not dramatic. Just regular.,,,You don't get fit from one epic gym session — you get fit from showing up small and often; identity works the same. Today: pick the 1% habit you'll repeat like brushing your teeth.,You don't get fit from one epic gym session — you get fit from showing up small and often; identity works the same.,,,"DRAFT — rewrite from the video transcript once the video is chosen.

We mapped habits in Phase 1 and cleared some in Phase 2. Now we build the ones that actually express who you're choosing to be. Not willpower-based habits that burn out — identity-based ones that compound quietly. This is where Phase 3 gets real.",Think of one quality from your identity builder in Week 27. Now: what's the smallest daily habit that would actually express that quality? Not a big commitment — the tiniest version that still counts.,We mapped habits in Phase 1 and cleared some in Phase 2. Now we build the ones that actually express who you're choosing to be. Not willpower-based habits that burn out — identity-based ones that compound quietly. This is where Phase 3 gets real.,https://www.youtube.com/watch?v=W1eYrhGeffc,YouTube: James Clear on atomic habits — search 'James Clear atomic habits summary' for short accessible versions. Also: BJ Fogg 'Tiny Habits' for the minimum viable approach. Runtime ~10–15 min.,,,,What do you do every day that's quietly making you someone?,"HABIT DESIGN: Choose two habits to build — one for your inner life (mind, reflection, learning) and one for your outer life (body, relationships, creative expression). For each: Write the identity it expresses ('I am the kind of person who...'). Define the SMALLEST possible daily version. Identify the habit stack anchor. Design one environmental change to support it. Share: your two minimum viable habits.","Write your two-habit design out in full — identity statement, minimum version, anchor, environment change.","Given what you noticed today, what is one thing you will do differently before next Sunday?",Start your first minimum habit TODAY. Doesn't have to be perfect. Just has to happen.,Tell one person your identity-based habit and the minimum version. Ask them to check in with you next week.,Bring back: how many days did you show up? What helped? What got in the way?,,,"I build the person I'm becoming one small, consistent habit at a time.","The minimum viable habit concept is genuinely liberating for teens who have attempted and failed large habit changes. Emphasise: the smallness is the point, not a compromise. Starting is everything. Have them physically write the habit on a card they carry.",,,,
30,3,Rebuild,Rebuild,Teen,Your Body as Foundation,Charging the Hardware,"Sleep, food, movement — the base everything sits on",What does your body need that you keep ignoring?,The body,3 of 3,"4, 24",Standard,,,"Ancient warriors, scholars, and sages all had one thing in common: they treated the body with deliberate respect. Not vanity. Not performance. Foundation. The body carries the mind carries the soul — and they cannot be separated. What you do for your body, you do for everything else.","Ancient warriors, scholars, and sages all had one thing in common: they treated the body with deliberate respect. Not vanity. Not performance. Foundation.",,,"Your body is the phone the whole day runs on, and sleep, movement, food and calm are the four charging cables. Today: plug in the one that's most drained.","Your body is the phone the whole day runs on, and sleep, movement, food and calm are the four charging cables.",,,"DRAFT — rewrite from the video transcript once the video is chosen.

Everything we've been building — self-awareness, emotional intelligence, identity, values — runs on your physical hardware. Sleep, movement, and how you fuel yourself are not separate from personal development. They ARE personal development. This week we treat the body like the foundation it is.",Honest check-in: How many hours of sleep did you get last night? When did you last move your body in a way that felt good? How did you fuel yourself today? No judgment — just data. What does this baseline tell you?,"Everything we've been building — self-awareness, emotional intelligence, identity, values — runs on your physical hardware. Sleep, movement, and how you fuel yourself are not separate from personal development. They ARE personal development. This week we treat the body like the foundation it is.",https://www.youtube.com/watch?v=5MuIMqhT8oY,YouTube: 'Sleep is Your Superpower' by Matthew Walker — directly relevant to teens and highly engaging. Runtime ~19 min. Also: search 'exercise and teen mental health research' for movement evidence.,,,,What does your body need that you keep ignoring?,"BODY AUDIT: Rate yourself 1–10 in four areas: sleep, movement, nourishment, ability to calm down when stressed. For your lowest score: what one small change would most move the needle? Not the perfect change — the most accessible one. Design the minimum viable version and the environment change that supports it. Share: your lowest area and your one small upgrade.","Write your minimum body foundation protocol for this week — what you commit to for sleep, movement, nourishment, and one stress regulation practice.","Given what you noticed today, what is one thing you will do differently before next Sunday?",Implement your lowest-score area change today — the smallest possible version. Track it for seven days.,Tell one person about your body foundation goal. Ask them what they've noticed about the connection between their physical state and how they show up mentally and emotionally.,"Bring back: what changed in your mood, energy, or capacity when you prioritised your body this week?",,,My body is the foundation everything else grows from. I take care of it like it matters — because it does.,"Be extremely careful not to let this session tip into body image territory — this is entirely about function, energy, and wellbeing, not appearance. Acknowledge the very real structural barriers to sleep and healthy eating for teens (school schedules, family systems, finances). The goal is the highest-leverage small change, not the perfect protocol.",,,,
31,3,Rebuild,Rebuild,Teen,The People You Choose,Your Operating Environment,How the people around you shape who you are,Who do you become when you're with your closest mates?,Belonging,1 of 3,"38, 48",Standard,,,"There's an old observation: 'If you want to fly with eagles, don't hang around with turkeys.' Not about judgment — about environment. The people you surround yourself with set the standard for what's possible, what's normal, and who you're becoming. That's worth being intentional about.","There's an old observation: 'If you want to fly with eagles, don't hang around with turkeys.' Not about judgment — about environment.",,,"You become the average of your five most-opened contacts. Today: pick one relationship to open more, and one notification to turn down.","You become the average of your five most-opened contacts. Today: pick one relationship to open more, and one notification to turn down.",,,"DRAFT — rewrite from the video transcript once the video is chosen.

The people you spend the most time with have more influence on who you become than almost anything else. Not through dramatic conversations — just through daily presence, what gets normalised, what gets reinforced, what gets expanded or contracted. This week we get intentional about who's in your circle.","Think of the three people you spend the most time with. After spending time with each of them, do you generally feel better or worse about yourself? More or less like who you want to be? That's important data.","The people you spend the most time with have more influence on who you become than almost anything else. Not through dramatic conversations — just through daily presence, what gets normalised, what gets reinforced, what gets expanded or contracted. This week we get intentional about who's in your circle.",https://www.youtube.com/watch?v=q4g_cxMWnMk,"YouTube: Robert Waldinger 'What Makes a Good Life?' — the Harvard Study findings on relationships, presented accessibly. Genuinely moving and highly relevant. Runtime ~13 min.",,,,Who do you become when you're with your closest mates?,"RELATIONSHIP ENERGY AUDIT: Think of your 5–6 most significant relationships. For each, honestly: After spending time with this person, do I feel more or less like the person I want to be? Expanded or contracted? Closer to or further from my values? Sort them into two columns: Expanding and Contracting. Now: are there expanding relationships you're under-investing in? Contracting ones you're staying in out of habit or obligation? What would intentional action look like? Share: one relationship you want to invest more in.","Write about the social environment you are actively building — who you want to attract into your life as you grow, and what you offer to the people who choose to be close to you.","Given what you noticed today, what is one thing you will do differently before next Sunday?",Reach out to one expanding relationship today — tell them specifically what you value about them.,Tell one expanding person in your life: 'I want you to know that time with you genuinely helps me grow.' Notice what that does for both of you.,Bring back: what happened when you invested in an expanding relationship this week?,,,I choose my circle with intention. The people I spend time with are part of how I build.,"The energy audit can be genuinely challenging — teens may realise that their primary social group is contracting rather than expanding. Emphasise the distinction between ending relationships and relating to them differently. The goal is intentionality, not social restructuring.",,,,
32,3,Rebuild,Rebuild,Teen,How You Speak to Yourself,Redesigning the Soundtrack,How you talk to yourself when things go wrong,What would you say to a mate who was where you are?,The inner voice,3 of 3,"7, 18",Standard,,,"There's a concept in coaching: the quality of your self-talk determines the quality of your performance — not as motivation, but as neuroscience. The words you use internally trigger physiological responses. Choose them like it matters. Because it does.","There's a concept in coaching: the quality of your self-talk determines the quality of your performance — not as motivation, but as neuroscience.",,,Talk to yourself like you'd text a friend having a hard day — not like an anonymous troll in the comments. Today: keep one kind phrase in your pocket for the next hard moment.,Talk to yourself like you'd text a friend having a hard day — not like an anonymous troll in the comments.,,,"DRAFT — rewrite from the video transcript once the video is chosen.

The voice in your head is the one you'll hear more than any other person's voice in your entire life. What quality is it? What does it say on a hard day? What does it say when you succeed? What does it say when you first wake up? This week we make that voice deliberately good.",If I asked you to play me a 10-second clip of your most common internal soundtrack — the running commentary in your head on a normal day — what would it sound like? What would the dominant tone be?,The voice in your head is the one you'll hear more than any other person's voice in your entire life. What quality is it? What does it say on a hard day? What does it say when you succeed? What does it say when you first wake up? This week we make that voice deliberately good.,https://www.youtube.com/watch?v=NiuDFBNDoSk,YouTube: Ethan Kross on self-talk research — search 'Ethan Kross chatter self-talk' for highly accessible and directly relevant talks. Runtime ~15 min.,,,,What would you say to a mate who was where you are?,"SELF-TALK REDESIGN: For three situations — waking up, a moment of difficulty, and after something goes wrong — write: your current typical self-talk, and your redesigned version using the principles above. The redesigned version should be: honest (not fake positive), compassionate, specific rather than global, and forward-oriented ('what next?' rather than 'why again?'). Create 3 anchor phrases for key daily moments. Share: your redesigned self-talk for one of the three situations.",Write your three anchor phrases on a card you'll keep somewhere visible. Use them deliberately for seven days and track what shifts.,"Given what you noticed today, what is one thing you will do differently before next Sunday?",Use your morning anchor phrase tomorrow and report what it does for the start of your day.,Share your anchor phrases with one trusted person. Ask them what self-talk they most wish they could change.,Bring back: how did your anchor phrases change your day? What surprised you?,,,"The voice in my head is worth choosing. I make it honest, compassionate, and on my side.","Anchor phrases work best when they're genuinely personalised — spend time helping teens craft ones that sound like them, not like a motivational poster. The self-distancing technique (using your own name) is one of the most evidence-based and easily practised tools of the year — make sure it's properly understood.",,,,
33,3,Rebuild,Rebuild,Teen,Creating Structure That Serves You,Designing the Container,"Routine as a support, not a cage","What in your week is helping you, and what's just habit?",Habits and structure,3 of 4,"12, 29, 47",Standard,,,"Great athletes, musicians, and creators all have daily structures — not because they're rigid, but because structure frees them from having to decide everything constantly, which means they have more energy for what matters. The discipline creates the freedom. Today we experience that.","Great athletes, musicians, and creators all have daily structures — not because they're rigid, but because structure frees them from having to decide everything constantly, which means they…",,,"Routine isn't a cage — it's the trellis a plant climbs to reach the light. Today: add one small anchor (same wake time, one blocked hour) and let freedom grow on it.",Routine isn't a cage — it's the trellis a plant climbs to reach the light.,,,"DRAFT — rewrite from the video transcript once the video is chosen.

Structure isn't the enemy of freedom — it's what makes freedom possible. When you design your time deliberately, you stop spending energy deciding what to do next, you protect the things that actually matter, and you stop being at the mercy of whatever is loudest. This week we design your personal architecture.",Think about your average day. When does your time and energy go to things you've actively chosen — and when does it just get absorbed by whatever's loudest? What important things consistently get crowded out?,"Structure isn't the enemy of freedom — it's what makes freedom possible. When you design your time deliberately, you stop spending energy deciding what to do next, you protect the things that actually matter, and you stop being at the mercy of whatever is loudest. This week we design your personal architecture.",https://www.youtube.com/watch?v=gTaJhjQHcf8,YouTube: Cal Newport on daily structure and deep work — search 'Cal Newport schedule daily structure' for accessible versions. Runtime ~10–15 min.,,,,"What in your week is helping you, and what's just habit?","DAILY DESIGN: Map your ideal school/work day in three categories: 1. Non-negotiables — the things that must happen for you to function and grow (sleep, movement, study focus, real connection). 2. Valuable but flexible — things that matter but can move around. 3. Default fillers — things that happen automatically that you're not actively choosing (e.g. endless scrolling, reacting to notifications). Now: what needs explicit scheduling? What default filler could be reduced to create space for what actually matters? Share: your one biggest structural change.",Write your minimum viable daily structure — the non-negotiable anchors that make a good day possible.,"Given what you noticed today, what is one thing you will do differently before next Sunday?",Implement one structural protection this week — block one important daily activity as non-negotiable. Test it for seven days.,Tell one person about your structural change. Ask them to check in on whether you protected it.,Bring back: what happened when you protected your structural time? What became possible?,,,I design my days around what matters. Structure is how I protect what I'm building.,Many teens resist 'structure' because they associate it with restriction. Reframe explicitly: structure is the container that protects your freedom. The three-category exercise (non-negotiable/valuable/filler) is eye-opening — most teens have not audited where their time actually goes.,,,,
34,3,Rebuild,Rebuild,Teen,"Rest as a Practice, Not a Reward",The Recovery Protocol,Rest you don't have to earn,When did you last properly rest and not feel guilty?,Signal and attention,2 of 4,"1, 50, 51",Standard,,,"Ancient cultures all knew this: work and rest are a cycle, not a competition. Every tradition that has produced sustained human excellence has had deliberate rest built in. Not as weakness. As wisdom.","Ancient cultures all knew this: work and rest are a cycle, not a competition. Every tradition that has produced sustained human excellence has had deliberate rest built in.",,,"You plug your phone in before it dies, not after — do the same for yourself. Today: schedule one real rest block before you're down to 1%.","You plug your phone in before it dies, not after — do the same for yourself. Today: schedule one real rest block before you're down to 1%.",,,"DRAFT — rewrite from the video transcript once the video is chosen.

Rest isn't what happens after you've earned it. Rest is part of the practice — just as important as effort, study, and creation. This week we rebuild the relationship with rest: what it actually is, why it matters, and why you might be confusing distraction with recovery.",What does rest actually look like for you right now? Be honest. Is it genuine recovery — or is it just different stimulation? What's the difference in how you feel after each?,"Rest isn't what happens after you've earned it. Rest is part of the practice — just as important as effort, study, and creation. This week we rebuild the relationship with rest: what it actually is, why it matters, and why you might be confusing distraction with recovery.",https://www.youtube.com/watch?v=9y1xyXtYAsg,YouTube: Search 'default mode network rest creativity teen brain' or 'why rest matters neuroscience' for accessible content. Also: Matthew Walker on sleep as the foundation of rest. Runtime ~10–15 min.,,,,When did you last properly rest and not feel guilty?,"REST vs. DISTRACTION AUDIT: For the past week, track every 'rest' period — what you actually did, and how you felt after. Categorise each as: genuine rest (felt genuinely replenishing), distraction (passed time but didn't restore), or productive recovery (served a function but not deeply restorative). What's the ratio? What would genuine rest look like for you specifically — what activities, conditions, duration? Design one genuine rest practice. Share: what rest actually looks like for you when it works.","Design your personal rest protocol — specific activities, conditions, and frequency — and schedule it for this week as a non-negotiable.","Given what you noticed today, what is one thing you will do differently before next Sunday?","Take one genuine rest break today — not earned, not conditional. Just scheduled. Notice what follows it.",Tell one person about your rest practice. Ask them what rest actually looks like for them — and whether they're getting enough of it.,Bring back: what happened during your genuine rest? What did you notice in the hours after it?,,,Rest is part of my practice — not a reward for finishing. It's how I sustain everything else.,"Many teens are chronically stimulation-saturated and have lost the capacity for genuine rest. The five-minute silence in the session is often profoundly uncomfortable for this age group — honour that, explore it, and use it as evidence for why the practice matters. Frame rest as performance strategy, not indulgence.",,,,
35,3,Rebuild,Rebuild,Teen,Creativity and Expression,Making Without Judging,"Making things because you want to, not because you're good at it",What did you love making before someone told you if you were good at it?,Creativity and expression,1 of 3,"41, 42",Standard,,,"There is a version of you that makes things just because they feel true — not for an audience, not for likes, not to prove anything. That version hasn't gone anywhere. It's just waiting for permission to exist without being judged. This week we give that permission.","There is a version of you that makes things just because they feel true — not for an audience, not for likes, not to prove anything.",,,Making something is like cooking for yourself — it doesn't need a Michelin star to feed you. Today: make one small thing no one will grade.,Making something is like cooking for yourself — it doesn't need a Michelin star to feed you. Today: make one small thing no one will grade.,,,"DRAFT — rewrite from the video transcript once the video is chosen.

Creativity isn't a talent some people have and others don't. It is a fundamental human capacity — the ability to make something that didn't exist before and express what is true for you. Most people shut it down by making it about evaluation rather than expression. This week we reclaim it.","What do you make, create, or express — even privately, even badly — just because it feels good? Is there something you used to make that you stopped? What happened?",Creativity isn't a talent some people have and others don't. It is a fundamental human capacity — the ability to make something that didn't exist before and express what is true for you. Most people shut it down by making it about evaluation rather than expression. This week we reclaim it.,YouTube: Elizabeth Gilbert 'Your Elusive Creative Genius' TED Talk — one of the most accessible and permission-giving talks about creativity available. Runtime ~19 min.,Search: 'Elizabeth Gilbert creative genius TED Talk' if unavailable. Alternative: search 'creativity is for everyone not just artists' for accessible shorter content.,,,,What did you love making before someone told you if you were good at it?,"CREATIVE RECLAMATION: Write about: What creative expression feels most alive for you — even if you barely do it? What do you notice you want to make, say, or express that you don't act on? What specifically stops you (evaluation, comparison, time, fear of 'not being good')? Design a private creative practice for this week — something made for nobody but you, not to be evaluated, shared, or judged. Just made. Share: the creative form that feels most alive for you.","Begin something creative this week — private, judgment-free, just for you. 10 minutes minimum. No evaluation.","Given what you noticed today, what is one thing you will do differently before next Sunday?",Tell one person about a creative impulse you've been suppressing. Notice what happens when you claim it aloud.,Bring back: what did you make? And how did the MAKING feel — regardless of the output?,I make things because expression is part of being alive. The making is the point.,,,https://www.youtube.com/watch?v=iG9CE55wbtY,,,,,
36,3,Rebuild,Rebuild,Teen,Purpose — What You're Here For,Finding the Direction,Where what you're good at meets what's needed,What are you doing when you lose track of time?,Purpose,1 of 3,"40, 49",Standard,,,"There's an old Japanese concept called ikigai — which roughly means 'reason for being.' It's not about having everything figured out. It's about finding the space where what you love, what you're good at, and what the world needs overlap. Today we map that space.",There's an old Japanese concept called ikigai — which roughly means 'reason for being.' It's not about having everything figured out.,,,Purpose is where your skills and the world's needs overlap — the sweet spot of the Venn diagram. Today: name one small place that overlap already exists.,Purpose is where your skills and the world's needs overlap — the sweet spot of the Venn diagram. Today: name one small place that overlap already exists.,,,"DRAFT — rewrite from the video transcript once the video is chosen.

Purpose isn't a big dramatic declaration about your future career. It's a direction — the sense that what you're doing matters, connects to something bigger than just you, and expresses something genuine about who you are. This week we find that direction — not as a final answer, but as a starting orientation.",What makes you lose track of time? What problems or injustices genuinely bother you — that you find yourself wanting to do something about? What comes so naturally to you that you forget other people might find it difficult? Those three questions are the beginning of purpose.,"Purpose isn't a big dramatic declaration about your future career. It's a direction — the sense that what you're doing matters, connects to something bigger than just you, and expresses something genuine about who you are. This week we find that direction — not as a final answer, but as a starting orientation.",https://www.youtube.com/watch?v=fLJsdqxnZb0,YouTube: 'How to Find Work You Love' by Scott Dinsmore — highly accessible and directly relevant for teens. Runtime ~18 min. Also: search 'ikigai explained teen' for shorter animated versions.,,,,What are you doing when you lose track of time?,"PURPOSE MAPPING: In your journal, work through three circles: 1. What I love — activities that make time disappear, things I could do or talk about for hours. 2. What I'm good at — what comes naturally, what others come to me for. 3. What I care about in the world — problems that bother me, things I wish were different. Now: where do these overlap? What sits at the centre — even imperfectly? That's your current purpose direction. Share: your three circles and the approximate overlap.","Write your current purpose orientation as: 'I am here to contribute...' — not as a final answer, but as an honest starting point.","Given what you noticed today, what is one thing you will do differently before next Sunday?",Make one choice today from your purpose orientation — one small act that aligns with your direction.,Share your purpose direction with one trusted person. Ask them: 'What do you think I'm naturally here to contribute?' Listen to their answer.,Bring back: what happened when you acted from your purpose direction this week?,,,"I have a direction that is genuinely mine. And from that direction, I contribute something the world needs.",Avoid framing purpose as career planning — this shuts down genuine exploration. Frame it as direction and contribution. Some teens will find clear overlaps immediately; others will need more time. Both are appropriate. The key takeaway: having any direction matters more than having the perfect answer.,,,,
37,3,Rebuild,Rebuild,Teen,"Money, Abundance and Your Relationship With Resources",What You've Inherited About Resources,What you picked up about money before you could question it,What did you learn about money growing up?,Resources,2 of 3,"20, 46",Standard,,,"There's an old idea: 'The way you do anything is the way you do everything.' Your relationship with money is a mirror of your relationship with abundance, scarcity, worthiness, and what you believe you deserve. Today we look in that mirror.","There's an old idea: 'The way you do anything is the way you do everything.' Your relationship with money is a mirror of your relationship with abundance, scarcity…",,,Your money 'scripts' are inherited apps running in the background of every purchase. Today: sort one thing into need / want / could-share and notice which script ran.,Your money 'scripts' are inherited apps running in the background of every purchase. Today: sort one thing into need / want / could-share and notice which script ran.,,,"DRAFT — rewrite from the video transcript once the video is chosen.

Money is one of the most loaded, confusing, and rarely discussed topics in most families — which means most of us have absorbed a lot of stories about it without ever examining them. This week we look at what you've inherited about money and resources, and begin to build a healthier relationship with it.","What were you taught — explicitly or by osmosis — about money growing up? Was it talked about openly or in hushed tones? Was there enough of it, or chronic worry? What did you learn about whether people like you had it?","Money is one of the most loaded, confusing, and rarely discussed topics in most families — which means most of us have absorbed a lot of stories about it without ever examining them. This week we look at what you've inherited about money and resources, and begin to build a healthier relationship with it.",https://www.youtube.com/watch?v=8gxNHkQBkF8,YouTube: Search 'money psychology teens inherited beliefs' or 'behavioural economics money explained teen' for accessible content. Also: search 'money and happiness research' for the wellbeing dimension. Runtime ~10–15 min.,,,,What did you learn about money growing up?,"MONEY STORY AUDIT: In your journal: What is the dominant financial story from your family? What did money represent — security, status, shame, freedom, conflict? What do you currently believe about whether you deserve financial abundance? What is your default money script? Where does it help you — and where does it limit you? What would a healthy, values-aligned relationship with money look like for you? Share: one thing you've inherited about money that you want to examine.","Write your values-aligned financial orientation: 'Money in my life is for...' and 'I want to relate to resources by...' Keep it about values and relationship, not amounts.","Given what you noticed today, what is one thing you will do differently before next Sunday?",Make one resource decision this week that is deliberately aligned with your values rather than habit or anxiety.,Share one thing you've inherited about money with one trusted person. Just naming it out loud changes its power.,Bring back: what came up when you examined your money story? What surprised you?,,,My relationship with money is mine to build. I use resources in alignment with what I genuinely value.,"Be sensitive to the very wide range of financial circumstances in the room. Keep the focus entirely on the psychological relationship, not financial outcomes or status. For any teen experiencing genuine financial hardship, have referral resources available (school counsellor, social services).",,,,
