Week,Phase,Phase Name,Movement Theme,Audience,Weekly Theme,Session Title,The Territory,Opening Question,Spiral Thread,Spiral Depth,Revisits Weeks,Week Type,S1 Welcome Wall Note,S2 Voices Callback Intro,S3 Ancient Wisdom (full text),"S3 Ancient Wisdom VO Script (10s, <=28 words)",S3 Video URL,S3 Captions URL,S4 In Today's World (full text),"S4 In Today's World VO Script (10s, <=28 words)",S4 Video URL,S4 Captions URL,S5 Today's Theme (write from transcript),S5 Source: Opening Hook (legacy),S5 Source: Core Concept (legacy),S6 Video URL,S6 Video Title/Description,S6 Video Transcript,S6 Reflective Question 1,S6 Reflective Question 2,S7 Private Write Prompt (90 sec),S7 Experiential Exercise,S8 Reflection Prompt,S9 Intention Prompt,S9 Practice (Mon),S9 Practice (Wed),S9 Practice (Sun),S10 Closing Quote,S10 Quote Attribution,S10 Core Affirmation,S11 Facilitator Prep Notes,S11 Watch For,S11 First Time Note,S11 Heavy Week Flag,S11 Post-Session Evaluation
28,3,Rebuild,Rebuild,Adult,What Do You Actually Value?,Setting the Priority Hierarchy,The compass underneath the goals,"What would you not trade, whatever you were offered for it?",Permission and values,3 of 4,"14, 15, 43",Standard,,,"The Confucian tradition placed values — ren (benevolence), yi (righteousness), li (ritual propriety), zhi (wisdom), xin (integrity) — at the centre of the well-lived life. Not as abstract ideals but as living practices, tested and refined daily. The Daoist tradition added: values that are genuine arise naturally from the person's authentic nature. Forced values are performance. Chosen values are life.","The Confucian tradition placed values — ren (benevolence), yi (righteousness), li (ritual propriety), zhi (wisdom), xin (integrity) — at the centre of the well-lived life.",,,Values are your GPS 'home' setting — every turn is easier once it's locked in. Today: name your true-north value and check one recent decision against it.,Values are your GPS 'home' setting — every turn is easier once it's locked in. Today: name your true-north value and check one recent decision against it.,,,"DRAFT — rewrite from the video transcript once the video is chosen.

Values are not what we say we believe — they are what we demonstrate through our choices, our time, and our energy. Most people have never explicitly identified their core values. Most people's lives are organised around values they absorbed — approval, security, success — rather than values they chose. This week we get explicit.","Make a quick list: what do you say your values are? Now check: how much of your time, energy, and money last week actually reflected those values? The gap between stated and lived values is the most important diagnostic tool available.","Values are not what we say we believe — they are what we demonstrate through our choices, our time, and our energy. Most people have never explicitly identified their core values. Most people's lives are organised around values they absorbed — approval, security, success — rather than values they chose. This week we get explicit.",https://www.youtube.com/watch?v=jHeeHg_MXNE,YouTube: Search 'values clarification ACT therapy Steven Hayes' or 'knowing your values psychology' for evidence-based content on values-based living. Also: search 'Russ Harris ACT values talk' for highly accessible content. Runtime ~15 min.,,,,"What would you not trade, whatever you were offered for it?","VALUES EXCAVATION: In your journal, work through these steps. First, list everything that you would say you value. Then: for each item, ask — is this genuinely mine, or inherited? Is it a means (to get something else) or an end (valuable in itself)? Narrow to your top 5 genuine, chosen values. For each, write: how would my life look different if I lived this value fully? Where am I most and least aligned with it right now? Finally: rank them. When they conflict — and they will — which wins? Share: your top three values and one place they currently show up in your life.","Write a personal values statement — not a list, but a paragraph describing the kind of person you are choosing to be, through the lens of your top values. Make it something you could actually live from.","Given what you noticed today, what is one thing you will do differently before next Sunday?","Make one decision today explicitly from your top value — not habit, not fear, not approval-seeking. Just the value. Notice what it feels like.",Share your top three values with someone who knows you well. Ask them if they see those values in how you currently live. Receive the answer honestly.,Bring back: where did you live most fully from your values this week — and where did you notice the gap?,,,"My values are mine — chosen, explicit, lived. They are the architecture of how I build.","The stated vs. lived values gap exercise is often a significant reveal — many people discover they are living primarily from values they would not consciously choose. Hold space for the discomfort of that recognition. The values ranking exercise (when they conflict, which wins?) generates the most productive discussion.",,,,
29,3,Rebuild,Rebuild,Adult,The Habits That Build You,Installing the New Architecture,Small daily practice as the architecture of a self,What do you do every day that is quietly making you someone?,Habits and structure,2 of 4,"12, 33, 47",Standard,,,"The Daoist concept of small, consistent alignment — rather than dramatic, exhausting effort — is the most durable form of change. 'The journey of ten thousand miles begins with one step.' Not the right conditions, not the perfect system, not enough confidence — just the one step. Then the next. Then the pattern, forming like a path.","The Daoist concept of small, consistent alignment — rather than dramatic, exhausting effort — is the most durable form of change.",,,You don't get fit from one epic gym session — you get fit from showing up small and often; identity works the same. Today: pick the 1% habit you'll repeat like brushing your teeth.,You don't get fit from one epic gym session — you get fit from showing up small and often; identity works the same.,,,"DRAFT — rewrite from the video transcript once the video is chosen.

In Phase 1 we mapped existing habits. In Phase 3 we build new ones — deliberately, from identity, aligned with values. Not willpower-based habits that exhaust and fail, but identity-based habits that compound quietly into the person you are becoming. This is where the rebuild becomes daily.",Think of one habit — something you do or don't do regularly — that is most misaligned with the person you said you want to become in Week 27. What's the gap between the habit and the identity? What single small shift would start to close it?,"In Phase 1 we mapped existing habits. In Phase 3 we build new ones — deliberately, from identity, aligned with values. Not willpower-based habits that exhaust and fail, but identity-based habits that compound quietly into the person you are becoming. This is where the rebuild becomes daily.",https://www.youtube.com/watch?v=W1eYrhGeffc,YouTube: James Clear on atomic habits and identity-based change — widely available and directly relevant. Also: search 'BJ Fogg tiny habits TED Talk' for the minimum viable habit approach. Runtime ~15–20 min.,,,,What do you do every day that is quietly making you someone?,"HABIT ARCHITECTURE: Choose three habits you want to install — one per domain: mind (thinking/learning), body (physical), relationship (connection). For each: State the identity it expresses ('I am the kind of person who...'). Define it in its smallest possible form — what is the minimum viable version that still moves the needle? Identify the habit stack anchor — what existing habit will it follow? Design the environment — what change to your physical space will make this easier? Set the success measure — not perfection, but minimum threshold. Share: your minimum viable habit for one domain.","Design your three-habit architecture in writing. Make it specific, small, anchored, and environmentally supported.","Given what you noticed today, what is one thing you will do differently before next Sunday?","Start ONE of your three habits today — just the minimum viable version. No more than 5 minutes. The point is showing up, not performing.",Tell one person your identity-based habit — 'I am the kind of person who...' and the habit it generates. Ask them to hold you to it.,Bring back: how many days did you show up for your minimum habit? What got in the way — and what helped?,,,"I build who I am becoming through small, consistent daily practice. Every repetition is a vote for that identity.",This is one of the most practically valuable sessions of the year — spend generous time on the habit architecture exercise. The minimum viable habit concept often surprises people ('it's so small — can it actually work?'). Explain the identity mechanism: the small act is a vote. The votes compound.,,,,
30,3,Rebuild,Rebuild,Adult,Your Body as Foundation,The Hardware Layer,"Sleep, movement, food, calm — the base everything sits on",What does your body need that you have been overriding?,The body,3 of 3,"4, 24",Standard,,,"The ancient mind-body traditions were never body practices with a spiritual dimension, or spiritual practices with a physical component. They were one thing: the understanding that consciousness and physicality are not separate. Qigong, yoga, tai chi, meditation — all are practices of the integrated whole. The rebuild honours the whole.","The ancient mind-body traditions were never body practices with a spiritual dimension, or spiritual practices with a physical component.",,,"Your body is the phone the whole day runs on, and sleep, movement, food and calm are the four charging cables. Today: plug in the one that's most drained.","Your body is the phone the whole day runs on, and sleep, movement, food and calm are the four charging cables.",,,"DRAFT — rewrite from the video transcript once the video is chosen.

The body is not the vehicle that carries you through your personal development journey — it IS the journey. Sleep, movement, nourishment, and breath are not the lifestyle habits you'll get to once the important work is done. They are the substrate of every other capacity: attention, emotional regulation, resilience, creativity, and connection all run on physiological hardware.","Rate yourself honestly in four areas on a scale of 1–10: sleep (quantity and quality), movement (frequency and variety), nourishment (how well you actually feed yourself), nervous system regulation (capacity to return to calm after stress). What does this tell you about the foundation you're building on?","The body is not the vehicle that carries you through your personal development journey — it IS the journey. Sleep, movement, nourishment, and breath are not the lifestyle habits you'll get to once the important work is done. They are the substrate of every other capacity: attention, emotional regulation, resilience, creativity, and connection all run on physiological hardware.",https://www.youtube.com/watch?v=5MuIMqhT8oY,"YouTube: 'Sleep is Your Superpower' by Matthew Walker — the most important sleep research available, presented accessibly. Runtime ~19 min. Also: search 'exercise antidepressant research' for the movement evidence base.",,,,What does your body need that you have been overriding?,"BODY FOUNDATION AUDIT: For each of the four areas (sleep, movement, nourishment, nervous system), write: current state honestly, what the gap is between current and what you know you need, and one specific, small change that would most move the needle. Prioritise — which of the four is most foundational for everything else? That one comes first. Share: your highest-leverage body foundation change and the specific small version of it.","Write a 'body foundation protocol' — your non-negotiable minimums for sleep, movement, nourishment, and regulation this week. Make it realistic, not aspirational.","Given what you noticed today, what is one thing you will do differently before next Sunday?",Implement one body foundation habit today — the smallest possible version. If it's sleep: go to bed 15 minutes earlier. If it's movement: take a 10-minute walk. If it's regulation: three extended exhale breaths before any stressful moment.,Tell one person about your body foundation priority. Ask them about theirs — and share what you each notice about the connection between physical state and everything else.,"Bring back: what happened when you prioritised your body foundation this week? What changed in your energy, mood, or capacity?",,,My body is not separate from my growth. It is the ground it grows from.,"Approach this session with warmth and zero judgment — most adults are chronically under-resourced physiologically and many feel shame about it. The key insight is that body care is not a luxury or a sign of having it together — it is the substrate everything else runs on. Start with sleep, which has the highest leverage of all.",,,,
31,3,Rebuild,Rebuild,Adult,The People You Choose,Designing the Social Environment,The relationships that shape the life,Who do you become around the people you spend most time with?,Belonging,1 of 3,"38, 48",Standard,,,The concept of sangha — the community of like-minded practitioners — is one of the three jewels in Buddhist tradition (alongside the teaching and the practice itself). The Daoist tradition emphasises learning from those whose nature is aligned with yours. Neither tradition considered the social environment incidental to growth. Both considered it foundational.,The concept of sangha — the community of like-minded practitioners — is one of the three jewels in Buddhist tradition (alongside the teaching and the practice itself).,,,"You become the average of your five most-opened contacts. Today: pick one relationship to open more, and one notification to turn down.","You become the average of your five most-opened contacts. Today: pick one relationship to open more, and one notification to turn down.",,,"DRAFT — rewrite from the video transcript once the video is chosen.

You are a relational being. The people you spend the most time with are not just company — they are a constant source of input that shapes your nervous system, your beliefs, your ambitions, and your sense of what is possible. Rebuilding means becoming intentional about that input.",Think of the five people you spend the most time with. What does each one bring into your nervous system — expansion or contraction? Energy or depletion? Who you are becoming — or who you've been?,"You are a relational being. The people you spend the most time with are not just company — they are a constant source of input that shapes your nervous system, your beliefs, your ambitions, and your sense of what is possible. Rebuilding means becoming intentional about that input.",https://www.youtube.com/watch?v=q4g_cxMWnMk,YouTube: Robert Waldinger 'What Makes a Good Life?' — the Harvard Study of Adult Development findings on relationships and flourishing. One of the most important talks of this programme. Runtime ~13 min.,,,,Who do you become around the people you spend most time with?,"RELATIONSHIP AUDIT: Map your significant relationships in three columns. Column 1: Relationships that expand you — leave you feeling more alive, more yourself, more possible. Column 2: Neutral relationships — neither expanding nor depleting. Column 3: Relationships that consistently contract you — leave you feeling less of yourself, more anxious, or more stuck. Now: are there relationships in Column 3 that you are maintaining out of obligation, guilt, or habit rather than genuine care? Are there relationships in Column 1 that you're not investing in sufficiently? Share: one relationship you want to invest more in — and why.","Write about the community you are building — both the relationships already present that you want to deepen, and the kinds of people you want to attract into your life as you grow.","Given what you noticed today, what is one thing you will do differently before next Sunday?",Reach out to one Column 1 relationship today — someone who expands you. Tell them specifically what you value about their presence in your life.,Tell one person about your intention to be more intentional about your social environment. Ask them: 'Do you think you're one of my expanding relationships?' Be willing to hear the answer.,Bring back: what happened when you invested in a Column 1 relationship this week?,,,I choose my community with the same care I bring to everything else I'm building. My relationships are part of my practice.,"The relationship energy audit can be confronting — some people will realise that relationships they feel obligated to maintain are significant sources of depletion. Hold space for that without prescribing action. The goal is awareness and intentionality, not wholesale relationship restructuring.",,,,
32,3,Rebuild,Rebuild,Adult,How You Speak to Yourself,The Daily Soundtrack,The tone of the inner voice under pressure,What would you say to someone you loved who was where you are?,The inner voice,3 of 3,"7, 18",Standard,,,"The practice of mantra in many ancient traditions was not about magical words — it was about deliberately shaping the quality of the mind's habitual content. What you repeat internally, you eventually become. The Daoist concept of yi — intention — includes the quality of one's inner speech as a fundamental practice.",The practice of mantra in many ancient traditions was not about magical words — it was about deliberately shaping the quality of the mind's habitual content.,,,Talk to yourself like you'd text a friend having a hard day — not like an anonymous troll in the comments. Today: keep one kind phrase in your pocket for the next hard moment.,Talk to yourself like you'd text a friend having a hard day — not like an anonymous troll in the comments.,,,"DRAFT — rewrite from the video transcript once the video is chosen.

In Phase 1 we identified the inner critic. In Phase 2 we built the inner coach. In Phase 3 we practise the daily language — the specific quality of internal dialogue that becomes the running soundtrack of a life. The way you habitually speak to yourself is the water you swim in. This week we make it deliberately nourishing.",If your inner voice were recorded for the past 24 hours and played back to you — what would it sound like? What would be its dominant tone? Its most repeated themes? Would you choose to live inside that soundtrack?,In Phase 1 we identified the inner critic. In Phase 2 we built the inner coach. In Phase 3 we practise the daily language — the specific quality of internal dialogue that becomes the running soundtrack of a life. The way you habitually speak to yourself is the water you swim in. This week we make it deliberately nourishing.,https://www.youtube.com/watch?v=NiuDFBNDoSk,YouTube: Ethan Kross on self-talk and self-distancing — search 'Ethan Kross self-talk research' for his talks. Also highly relevant: search 'inner dialogue quality psychology research.' Runtime ~15 min.,,,,What would you say to someone you loved who was where you are?,"SELF-TALK REDESIGN: Spend one week tracking your internal dialogue in three moments each day: morning (on waking), during difficulty, and at the end of the day. For each moment: What is the actual tone and content of your self-talk? Is it accurate, compassionate, and useful? If you were talking to your best friend in this situation, what would you say instead? Design your preferred version. Share: one common self-talk pattern you're redesigning — and what the redesigned version sounds like.","Write five 'anchor phrases' — specific sentences you can use as your daily self-talk soundtrack in key moments: waking, difficulty, failure, success, and end of day. Make them genuinely yours — not borrowed affirmations.","Given what you noticed today, what is one thing you will do differently before next Sunday?",Use your anchor phrase when you wake up tomorrow. Notice what it sets up for the day.,Share your anchor phrases with one person. Ask them what phrases they use — and what phrases they wish they had.,Bring back: what happened when you used your anchor phrases this week? What shifted in tone?,,,"The way I speak to myself becomes the life I inhabit. I choose words that build, that honour, and that tell the truth.","This is one of the highest practical-impact sessions of Phase 3 — anchor phrases that are genuinely used daily produce measurable change in mood and self-efficacy over weeks. Help people create phrases that are genuinely theirs — not borrowed, not performed. 'I'm doing my best and that is enough today' lands differently from 'I am amazing.'",,,,
33,3,Rebuild,Rebuild,Adult,Creating Structure That Serves You,Designing the Container,Rhythm and routine as trellis rather than cage,"What in your week is structure, and what is just habit?",Habits and structure,3 of 4,"12, 29, 47",Standard,,,"The ancient traditions all had daily structures — prayer times, practice periods, meal rhythms, rest cycles. Not as restriction, but as container. The container doesn't limit the water — it gives the water a shape. Your daily structure is the container your life pours into. Design it deliberately.","The ancient traditions all had daily structures — prayer times, practice periods, meal rhythms, rest cycles. Not as restriction, but as container.",,,"Routine isn't a cage — it's the trellis a plant climbs to reach the light. Today: add one small anchor (same wake time, one blocked hour) and let freedom grow on it.",Routine isn't a cage — it's the trellis a plant climbs to reach the light.,,,"DRAFT — rewrite from the video transcript once the video is chosen.

Most people relate to structure as something imposed — schedules, systems, rules that constrain. The rebuild inverts this: structure is a tool of freedom. A thoughtfully designed daily architecture reduces decision fatigue, protects your values, and creates the conditions in which your best work, your deepest connections, and your genuine rest can all happen.","Describe your current daily structure — or lack of it. What happens to your time, energy, and attention on a typical day? Where does it go that you don't fully choose? And what important things consistently get crowded out?","Most people relate to structure as something imposed — schedules, systems, rules that constrain. The rebuild inverts this: structure is a tool of freedom. A thoughtfully designed daily architecture reduces decision fatigue, protects your values, and creates the conditions in which your best work, your deepest connections, and your genuine rest can all happen.",https://www.youtube.com/watch?v=gTaJhjQHcf8,YouTube: Cal Newport on deep work and time blocking — search 'Cal Newport deep work time blocking' for accessible talks. Also: search 'decision fatigue psychology Roy Baumeister' for the cognitive load research. Runtime ~15 min.,,,,"What in your week is structure, and what is just habit?","DAILY ARCHITECTURE DESIGN: Map your ideal week in three tiers: 1. Non-negotiables — the anchor activities that must happen for you to function well (sleep, movement, key work blocks, connection time). 2. Important but flexible — activities that matter but can move. 3. Fillers — things that happen by default that you're not actively choosing. Now: what needs to be protected by explicit scheduling? What 'filler' could be reduced or removed to create space for what matters? Design your minimum viable weekly architecture. Share: your top non-negotiable and one filler you're consciously reducing.",Write your minimum viable weekly architecture — the non-negotiable anchors of a week that actually serves you.,"Given what you noticed today, what is one thing you will do differently before next Sunday?",Implement one structural protection this week — block one important time in your calendar as non-negotiable. Treat it with the same respect as a meeting with your most important client.,Tell one person about the structural change you're making. Ask them to support you in protecting that time.,Bring back: what happened when you protected your non-negotiable time this week? What did you notice?,,,My structure serves my values. I design my days to protect what matters most.,Structure design is highly personal — resist the urge to prescribe specific systems. Help people find the minimum viable architecture for their specific life circumstances. The 'best day' reflection is powerful — people often already know what their ideal structure looks like; they just haven't made it explicit or protected it.,,,,
34,3,Rebuild,Rebuild,Adult,"Rest as a Practice, Not a Reward",Scheduled Maintenance,Restoration that isn't earned,When did you last rest without guilt?,Signal and attention,2 of 4,"1, 50, 51",Standard,,,"The Sabbath principle — found in Jewish, Christian, Islamic, and secular traditions — is one of the most ancient and cross-culturally consistent human insights about sustainable living. One day in seven deliberately different from the others. Not as religious obligation, but as evidence of what humans have always known about the rhythm that sustains. Rest is not interruption. Rest is the breath between notes that makes music possible.","The Sabbath principle — found in Jewish, Christian, Islamic, and secular traditions — is one of the most ancient and cross-culturally consistent human insights about sustainable living.",,,"You plug your phone in before it dies, not after — do the same for yourself. Today: schedule one real rest block before you're down to 1%.","You plug your phone in before it dies, not after — do the same for yourself. Today: schedule one real rest block before you're down to 1%.",,,"DRAFT — rewrite from the video transcript once the video is chosen.

Most of us treat rest as what happens after the work is done — the reward for sufficient productivity. This is backwards. Rest is not the recovery from life. It is the condition in which life's highest-quality work, deepest connections, and most genuine insights become possible. This week we rebuild our relationship with rest.","When did you last experience genuine rest — not sleep, not distraction, not productive recovery, but genuine rest: a quality of being fully present in a nourishing activity without any performance agenda? How long ago was it?","Most of us treat rest as what happens after the work is done — the reward for sufficient productivity. This is backwards. Rest is not the recovery from life. It is the condition in which life's highest-quality work, deepest connections, and most genuine insights become possible. This week we rebuild our relationship with rest.",https://www.youtube.com/watch?v=9y1xyXtYAsg,YouTube: Alex Soojung-Kim Pang on rest and performance — search 'Alex Pang rest book talk' for his talks. Also: search 'default mode network creativity rest brain' for the neuroscience. Runtime ~15–20 min.,,,,When did you last rest without guilt?,"REST AUDIT: In your journal, examine your relationship with rest. When do you rest — and what does it actually look like? Distinguish between: genuine rest (nourishing, restorative, non-performance), distraction (stimulating without recovering), and productive recovery (deliberately recovering to perform better). Which of these dominates your non-work time? What does genuine rest actually look like for you specifically — the activities, the conditions, the quality of attention? Design one genuine rest practice for this week. Share: what genuine rest looks and feels like for you.","Write a 'rest manifesto' — what genuine rest looks like for you, what it requires, and what you commit to protecting this week.","Given what you noticed today, what is one thing you will do differently before next Sunday?","Schedule one genuine rest practice this week — not earned, not conditional on productivity. Just scheduled, like any other important appointment.",Tell one person you are practising rest as a non-negotiable. Invite them to try it too — and compare notes.,"Bring back: what happened during your scheduled rest? What did you notice — about the quality of it, and about what followed it?",,,Rest is not a reward. It is a practice — and it is what makes everything else sustainable.,The rest session often provokes strong responses from high-achievers who have deeply internalised productivity culture. The 3-minute silence exercise is deliberately confronting — the discomfort is the point. Validate the discomfort and explore it rather than skipping past it. The distinction between rest and distraction is often revelatory.,,,,
35,3,Rebuild,Rebuild,Adult,Creativity and Expression,Restoring the Output Channel,Making things for their own sake,What did you love making before anyone told you if you were good at it?,Creativity and expression,1 of 3,"41, 42",Standard,,,"The Daoist concept of wu — nothingness, the space from which creation emerges — describes the ground of all creative expression. The empty bowl can be filled. The empty page can be written on. Creativity does not begin with having something to say. It begins with making space for what is already true to find its form.","The Daoist concept of wu — nothingness, the space from which creation emerges — describes the ground of all creative expression. The empty bowl can be filled.",,,Making something is like cooking for yourself — it doesn't need a Michelin star to feed you. Today: make one small thing no one will grade.,Making something is like cooking for yourself — it doesn't need a Michelin star to feed you. Today: make one small thing no one will grade.,,,"DRAFT — rewrite from the video transcript once the video is chosen.

Creativity is not a talent possessed by some and absent in others. It is a fundamental human capacity — the ability to make meaning, to express what is true, to bring something new into existence. When creativity is absent from a life, something essential goes unexpressed. This week we reclaim it.","What did you love to make, create, or express when you were a child — before it was evaluated, before there was an audience, before you decided whether you were 'good' at it? What happened to that?","Creativity is not a talent possessed by some and absent in others. It is a fundamental human capacity — the ability to make meaning, to express what is true, to bring something new into existence. When creativity is absent from a life, something essential goes unexpressed. This week we reclaim it.",YouTube: Search 'creativity intrinsic motivation Teresa Amabile' or 'Mihaly Csikszentmihalyi flow TED Talk' for the research foundation. Also: Elizabeth Gilbert 'Your Elusive Creative Genius' is perfect for this session. Runtime ~19 min.,Search: 'Elizabeth Gilbert creative genius TED Talk' or 'Mihaly Csikszentmihalyi flow TED Talk' if unavailable. Book: 'Big Magic' by Elizabeth Gilbert is essential reading for this session.,,,,What did you love making before anyone told you if you were good at it?,"CREATIVITY RECLAMATION: In your journal, explore: What creative expressions were most alive in you in childhood? What happened to them — when did you stop, and why? What creative impulses arise in you now — ideas, images, things you notice you want to make or say — that you don't act on? Design a minimal creative practice for this week — one that bypasses the inner critic by making the practice private, judgment-free, and purely for you. Share: one creative impulse you're going to act on this week.","Start something creative this week — not to finish, not to share, not to evaluate. Just to begin. Five minutes. Something genuine. Do it before you have time to talk yourself out of it.","Given what you noticed today, what is one thing you will do differently before next Sunday?",Tell one person about a creative impulse you've been suppressing. See what happens when you say it out loud.,Bring back: what did you create this week — and what was the quality of the experience of making it?,I am a creative being. Expression is part of my practice and part of how I know myself.,,,https://www.youtube.com/watch?v=iG9CE55wbtY,,,,,
36,3,Rebuild,Rebuild,Adult,Purpose — What You're Here For,Orienting Toward What Is Genuinely Yours,Where what you have meets what is needed,What are you doing when you lose track of time?,Purpose,1 of 3,"40, 49",Standard,,,"The Japanese concept of ikigai — often translated as 'reason for being' — sits at the intersection of what you love, what you are good at, what the world needs, and what you can be compensated for. It is not a single answer but a living orientation. The Daoist equivalent: the practice that feels most aligned with your nature. When you find what is genuinely yours to do, the work itself becomes the practice.","The Japanese concept of ikigai — often translated as 'reason for being' — sits at the intersection of what you love, what you are good at, what the…",,,Purpose is where your skills and the world's needs overlap — the sweet spot of the Venn diagram. Today: name one small place that overlap already exists.,Purpose is where your skills and the world's needs overlap — the sweet spot of the Venn diagram. Today: name one small place that overlap already exists.,,,"DRAFT — rewrite from the video transcript once the video is chosen.

Purpose is not a destination to find — it is a direction to orient toward. It is not assigned at birth or discovered in a single moment — it is cultivated through honest reflection on what you care about, what you're good at, what the world needs, and what gives you energy. This week we orient.","What are you doing when you feel most useful, most alive, and most yourself — all at once? It doesn't have to be your job. It doesn't have to be grand. What activity or contribution produces that specific intersection?","Purpose is not a destination to find — it is a direction to orient toward. It is not assigned at birth or discovered in a single moment — it is cultivated through honest reflection on what you care about, what you're good at, what the world needs, and what gives you energy. This week we orient.",https://www.youtube.com/watch?v=fLJsdqxnZb0,TED Talk: 'How to Find Work You Love' by Scott Dinsmore — practical and evidence-based exploration of purpose-oriented work. Runtime ~18 min. Also: Viktor Frankl's 'Man's Search for Meaning' is the foundational text for this session.,,,,What are you doing when you lose track of time?,"PURPOSE EXPLORATION: In your journal, work through the Ikigai framework: What do I love — what activities make time disappear, what could I talk about or do for hours? What am I good at — what comes naturally, what do others consistently come to me for? What does the world need — what problems matter to me, what would I address if I could? Where do these overlap? What sits at the centre — even approximately, even imperfectly? Share: the approximate direction of your purpose — not a definitive statement, but an honest orientation.",Write a purpose statement — not as a final answer but as a current honest orientation. 'I am here to...' Make it true to where you are right now.,"Given what you noticed today, what is one thing you will do differently before next Sunday?",Live from your purpose statement for one day — make one small choice from that orientation. Notice how it changes the texture of the day.,Share your purpose direction with one person. Ask them what they see as your natural contribution. Listen fully.,Bring back: what happened when you lived from your purpose orientation today?,,,I have a direction that is genuinely mine. I orient toward it daily — and the world receives something only I can give.,"Purpose discussions can produce both profound clarity and profound anxiety — particularly for people who feel they 'should' have found their purpose by now. Normalise: purpose is an orientation, not a destination. The question 'what is genuinely mine to give?' is more accessible than 'what is my life's purpose?'",,,,
37,3,Rebuild,Rebuild,Adult,"Money, Abundance and Your Relationship With Resources",Rebuilding the Resource Relationship,"Inherited scripts about resources, need and enough",What did you learn about money before you were old enough to question it?,Resources,2 of 3,"20, 46",Standard,,,"The Daoist concept of flow — zi ran — applies as powerfully to material resources as to any other domain. Resources that flow freely, in alignment with values, circulate and generate. Resources that are gripped too tightly or expelled too anxiously stagnate or deplete. The practice is right relationship — neither grasping nor abandoning.",The Daoist concept of flow — zi ran — applies as powerfully to material resources as to any other domain.,,,Your money 'scripts' are inherited apps running in the background of every purchase. Today: sort one thing into need / want / could-share and notice which script ran.,Your money 'scripts' are inherited apps running in the background of every purchase. Today: sort one thing into need / want / could-share and notice which script ran.,,,"DRAFT — rewrite from the video transcript once the video is chosen.

Few areas of human life carry more inherited story, more unexamined shame, more contradictory programming than money and material resources. We rebuild this relationship not from financial advice, but from honest self-inquiry: what stories were you given about money, what do they cost you, and what would a genuinely healthy, values-aligned relationship with resources look and feel like?",Complete these sentences without thinking: 'Money is...' / 'People who have a lot of money are...' / 'I am the kind of person who...' with respect to finances. Now: whose voice just spoke? Where did those beliefs come from?,"Few areas of human life carry more inherited story, more unexamined shame, more contradictory programming than money and material resources. We rebuild this relationship not from financial advice, but from honest self-inquiry: what stories were you given about money, what do they cost you, and what would a genuinely healthy, values-aligned relationship with resources look and feel like?",https://www.youtube.com/watch?v=8gxNHkQBkF8,YouTube: Search 'money scripts psychology Brad Klontz' or 'behavioural economics money decisions' for the research foundation. Also: search 'money and happiness research Killingsworth' for the wellbeing dimension. Runtime ~15–20 min.,,,,What did you learn about money before you were old enough to question it?,"MONEY STORY AUDIT: In your journal, explore your inherited money story: What was the dominant financial culture of your upbringing? What messages did you receive — explicitly or implicitly — about money, wealth, and your relationship to it? What is your current money script (avoidance, worship, status, or vigilance)? Where does it help you — and where does it cost you? What would a values-aligned relationship with money look like — one in which money serves your genuine priorities rather than driving anxiety or shame? Share: one inherited money story and what it has cost you.","Write a 'values-aligned financial direction statement' — not a budget, but a paragraph describing what right relationship with money would look and feel like for you.","Given what you noticed today, what is one thing you will do differently before next Sunday?","Make one financial decision this week that is explicitly aligned with your values rather than driven by habit, anxiety, or inherited script.","Share your money story with one trusted person — the inherited version, not the financial details. Notice what it feels like to examine it openly.",Bring back: what happened when you made a values-aligned financial choice this week?,,,"My relationship with money is built on values, not fear. I use resources in alignment with what I genuinely care about.","This session requires careful framing — avoid anything that feels like financial advice (refer to professionals for that). The focus is entirely on the psychological and values dimensions: inherited stories, emotional patterns, and alignment with explicit values. Some people will be dealing with genuine financial hardship — hold space for that with compassion.",,,,
